State,PHN_code,PHN_name,Reporting_Year,Age_group,Registered_children,Fully_immunised,Not_fully_immunised,Percent_fully_immunised
NSW,PHN107,Western NSW,2012-13,1 year,849,698,151,82.2
NSW,PHN108,Hunter New England and Central Coast,2012-13,1 year,1299,1158,141,89.2
NSW,PHN109,North Coast,2012-13,1 year,610,515,95,84.4
NSW,PHN110,Murrumbidgee,2012-13,1 year,262,223,39,84.8
VIC,PHN201,North Western Melbourne,2012-13,1 year,165,139,26,84
VIC,PHN202,Eastern Melbourne,2012-13,1 year,108,93,15,85.8
VIC,PHN203,South Eastern Melbourne,2012-13,1 year,118,104,14,88.7
VIC,PHN204,Gippsland,2012-13,1 year,108,97,11,89.8
VIC/NSW,PHN205,Murray,2012-13,1 year,321,270,51,84.1
VIC,PHN206,Western Victoria,2012-13,1 year,146,136,10,93.2
QLD,PHN301,Brisbane North,2012-13,1 year,413,355,58,86
QLD,PHN302,Brisbane South,2012-13,1 year,538,480,58,89.2
QLD,PHN303,Gold Coast,2012-13,1 year,164,144,20,87.7
QLD,PHN304,Darling Downs and West Moreton,2012-13,1 year,608,517,91,85.1
QLD,PHN305,Western Queensland,2012-13,1 year,378,330,48,87.2
QLD,PHN306,"Central Queensland, Wide Bay and Sunshine Coast",2012-13,1 year,758,654,104,86.3
QLD,PHN307,Northern Queensland,2012-13,1 year,1869,1588,281,85
SA,PHN401,Adelaide,2012-13,1 year,400,303,97,75.8
SA,PHN402,Country SA,2012-13,1 year,368,288,80,78.3
WA,PHN501,Perth North,2012-13,1 year,305,225,80,73.8
WA,PHN502,Perth South,2012-13,1 year,430,332,98,77.2
WA,PHN503,Country WA,2012-13,1 year,1167,964,203,82.6
TAS,PHN601,Tasmania,2012-13,1 year,381,344,37,90.3
NT,PHN701,Northern Territory,2012-13,1 year,1482,1335,147,90.1
ACT,PHN801,Australian Capital Territory,2012-13,1 year,113,101,12,89.4
NSW,PHN101,Central and Eastern Sydney,2012-13,2 years,193,169,24,87.7
NSW,PHN102,Northern Sydney,2012-13,2 years,NP,NP,NP,88
NSW,PHN103,Western Sydney,2012-13,2 years,209,176,33,84.6
NSW,PHN104,Nepean Blue Mountains,2012-13,2 years,189,166,23,88
NSW,PHN105,South Western Sydney,2012-13,2 years,297,267,30,89.8
NSW,PHN106,South Eastern NSW,2012-13,2 years,420,394,26,93.8
NSW,PHN107,Western NSW,2012-13,2 years,722,660,62,91.4
NSW,PHN108,Hunter New England and Central Coast,2012-13,2 years,1229,1145,84,93.2
NSW,PHN109,North Coast,2012-13,2 years,572,513,59,89.7
NSW,PHN110,Murrumbidgee,2012-13,2 years,237,216,21,91.2
VIC,PHN201,North Western Melbourne,2012-13,2 years,144,135,9,93.6
VIC,PHN202,Eastern Melbourne,2012-13,2 years,69,62,7,89.8
VIC,PHN203,South Eastern Melbourne,2012-13,2 years,73,66,7,89.4
VIC,PHN204,Gippsland,2012-13,2 years,90,84,6,93.3
VIC/NSW,PHN205,Murray,2012-13,2 years,335,306,29,91.3
VIC,PHN206,Western Victoria,2012-13,2 years,133,124,9,93.2
QLD,PHN301,Brisbane North,2012-13,2 years,378,349,29,92.4
QLD,PHN302,Brisbane South,2012-13,2 years,515,471,44,91.3
QLD,PHN303,Gold Coast,2012-13,2 years,133,126,7,94.5
QLD,PHN304,Darling Downs and West Moreton,2012-13,2 years,641,581,60,90.6
QLD,PHN305,Western Queensland,2012-13,2 years,419,388,31,92.5
QLD,PHN306,"Central Queensland, Wide Bay and Sunshine Coast",2012-13,2 years,725,656,69,90.5
QLD,PHN307,Northern Queensland,2012-13,2 years,1940,1849,91,95.3
SA,PHN401,Adelaide,2012-13,2 years,416,355,61,85.2
SA,PHN402,Country SA,2012-13,2 years,334,296,38,88.8
WA,PHN501,Perth North,2012-13,2 years,313,269,44,85.8
WA,PHN502,Perth South,2012-13,2 years,439,383,56,87.1
WA,PHN503,Country WA,2012-13,2 years,1208,1119,89,92.6
TAS,PHN601,Tasmania,2012-13,2 years,365,344,21,94.2
NT,PHN701,Northern Territory,2012-13,2 years,1404,1351,53,96.2
ACT,PHN801,Australian Capital Territory,2012-13,2 years,120,109,11,90.8
NSW,PHN101,Central and Eastern Sydney,2012-13,5 years,179,166,13,92.7
NSW,PHN102,Northern Sydney,2012-13,5 years,NP,NP,NP,93.6
NSW,PHN103,Western Sydney,2012-13,5 years,205,186,19,90.7
NSW,PHN104,Nepean Blue Mountains,2012-13,5 years,146,137,9,93.3
NSW,PHN105,South Western Sydney,2012-13,5 years,263,248,15,94.3
NSW,PHN106,South Eastern NSW,2012-13,5 years,339,321,18,94.7
NSW,PHN107,Western NSW,2012-13,5 years,691,635,56,91.9
NSW,PHN108,Hunter New England and Central Coast,2012-13,5 years,1079,1017,62,94.3
NSW,PHN109,North Coast,2012-13,5 years,572,529,43,92.4
NSW,PHN110,Murrumbidgee,2012-13,5 years,226,204,22,90.2
VIC,PHN201,North Western Melbourne,2012-13,5 years,153,138,15,90.2
VIC,PHN202,Eastern Melbourne,2012-13,5 years,92,85,7,92.4
VIC,PHN203,South Eastern Melbourne,2012-13,5 years,108,100,8,92.6
VIC,PHN204,Gippsland,2012-13,5 years,NP,NP,NP,97
VIC/NSW,PHN205,Murray,2012-13,5 years,285,247,38,86.7
VIC,PHN206,Western Victoria,2012-13,5 years,NP,NP,NP,98.7
QLD,PHN301,Brisbane North,2012-13,5 years,355,326,29,91.8
QLD,PHN302,Brisbane South,2012-13,5 years,466,421,45,90.3
QLD,PHN303,Gold Coast,2012-13,5 years,147,139,8,94.5
QLD,PHN304,Darling Downs and West Moreton,2012-13,5 years,613,571,42,93.2
QLD,PHN305,Western Queensland,2012-13,5 years,375,355,20,94.5
QLD,PHN306,"Central Queensland, Wide Bay and Sunshine Coast",2012-13,5 years,624,568,56,91
QLD,PHN307,Northern Queensland,2012-13,5 years,1921,1794,127,93.4
SA,PHN401,Adelaide,2012-13,5 years,336,291,45,86.7
SA,PHN402,Country SA,2012-13,5 years,338,299,39,88.4
WA,PHN501,Perth North,2012-13,5 years,338,282,56,83.4
WA,PHN502,Perth South,2012-13,5 years,404,338,66,83.7
WA,PHN503,Country WA,2012-13,5 years,1230,1135,95,92.3
TAS,PHN601,Tasmania,2012-13,5 years,460,431,29,93.7
NT,PHN701,Northern Territory,2012-13,5 years,1364,1286,78,94.3
ACT,PHN801,Australian Capital Territory,2012-13,5 years,111,103,8,92.8
