State,Postcode,Associated_areas,Reporting_Year,Age_group,Percent_fully_immunised_range
SA,5164,Christie Downs,2011–12,2 years,95.0-100.0
SA,5165,"Christies Beach, Christies Beach North",2011–12,2 years,90.0-92.4
SA,5166,O'Sullivan Beach,2011–12,2 years,92.5-94.9
SA,5167,"Port Noarlunga, Port Noarlunga South",2011–12,2 years,85.0-89.9
SA,5168,"Noarlunga Downs, Old Noarlunga",2011–12,2 years,92.5-94.9
SA,5169,"Seaford Rise, Seaford, Moana, Seaford Meadows, Seaford Heights",2011–12,2 years,90.0-92.4
SA,5171,"McLaren Vale, McLaren Flat, Blewitt Springs, Tatachilla",2011–12,2 years,90.0-92.4
SA,5172,"Willunga, Willunga Hill, Willunga South, Whites Valley, Dingabledinga and 7 others",2011–12,2 years,<70.0
SA,5173,"Aldinga Beach, Port Willunga, Aldinga",2011–12,2 years,90.0-92.4
SA,5174,"Sellicks Beach, Sellicks Hill",2011–12,2 years,80.0-84.9
SA,5211,"Encounter Bay, Victor Harbor, McCracken, Hayborough, Inman Valley and 6 others",2011–12,2 years,92.5-94.9
SA,5214,"Goolwa, Goolwa Beach, Hindmarsh Island, Goolwa South, Goolwa North and 3 others",2011–12,2 years,92.5-94.9
SA,5223,"Kingscote, Nepean Bay, Vivonne Bay, Menzies, Brownlow Ki and 24 others",2011–12,2 years,85.0-89.9
SA,5238,"Mannum, Nildottie, Walker Flat, Younghusband, Port Mannum and 24 others",2011–12,2 years,90.0-92.4
SA,5241,Lobethal,2011–12,2 years,85.0-89.9
SA,5244,"Woodside, Mount Torrens, Charleston, Harrogate, Inverbrackie",2011–12,2 years,90.0-92.4
SA,5245,"Hahndorf, Verdun, Paechtown",2011–12,2 years,85.0-89.9
SA,5250,"Littlehampton, Blakiston, Totness",2011–12,2 years,85.0-89.9
SA,5251,"Mount Barker, Mount Barker Springs, Wistow, Bugle Ranges, Mount Barker Junction and 1 other",2011–12,2 years,85.0-89.9
SA,5252,"Nairne, Kanmantoo, Brukunga, Dawesley, Hay Valley and 1 other",2011–12,2 years,95.0-100.0
SA,5253,"Murray Bridge, Murray Bridge East, Riverglades, Woods Point, Sunnyside and 19 others",2011–12,2 years,92.5-94.9
SA,5255,"Strathalbyn, Langhorne Creek, Highland Valley, Woodchester, Tooperang and 14 others",2011–12,2 years,92.5-94.9
SA,5268,"Bordertown, Western Flat, Bangham, Bordertown South, Cannawigara and 3 others",2011–12,2 years,92.5-94.9
SA,5271,"Naracoorte, Joanna, Wild Dog Valley, Padthaway, Lochaber and 13 others",2011–12,2 years,90.0-92.4
SA,5277,"Penola, Nangwarry, Tarpeena, Comaum, Glenroy and 3 others",2011–12,2 years,95.0-100.0
SA,5280,"Millicent, Wattle Range, Beachport, Tantanoola, Hatherleigh and 11 others",2011–12,2 years,95.0-100.0
SA,5290,Mount Gambier,2011–12,2 years,95.0-100.0
SA,5291,"Port Macdonnell, Moorak, Worrolong, Glencoe, Yahl and 28 others",2011–12,2 years,92.5-94.9
SA,5330,"Waikerie, Taylorville, Boolgun, Devlins Pound, Good Hope Landing and 12 others",2011–12,2 years,95.0-100.0
SA,5333,"Loxton, Loxton North, New Residence, Bookpurnong, Pata and 2 others",2011–12,2 years,95.0-100.0
SA,5341,"Renmark, Renmark West, Renmark South, Renmark North, Cooltong and 5 others",2011–12,2 years,95.0-100.0
SA,5343,"Berri, Lyrup, Winkie, Gerard, Gurra Gurra and 1 other",2011–12,2 years,90.0-92.4
SA,5345,"Barmera, Loveday, Spectacle Lake",2011–12,2 years,92.5-94.9
SA,5351,"Williamstown, Lyndoch, Cockatoo Valley, Mount Crawford, Altona and 2 others",2011–12,2 years,95.0-100.0
SA,5352,"Tanunda, Bethany, Gomersal, Krondorf, Rowland Flat and 2 others",2011–12,2 years,92.5-94.9
SA,5353,"Angaston, Keyneton, Cambrai, Moculta, Penrice and 8 others",2011–12,2 years,80.0-84.9
SA,5355,"Nuriootpa, Stockwell, Marananga, Light Pass, Moppa and 3 others",2011–12,2 years,95.0-100.0
SA,5373,"Kapunda, Allendale North, Bagot Well, Bethel, Fords and 3 others",2011–12,2 years,95.0-100.0
SA,5453,"Clare, Sevenhill, Armagh, Stanley Flat, Barinia and 11 others",2011–12,2 years,95.0-100.0
SA,5501,"Lewiston, Two Wells, Lower Light, Windsor, Thompson Beach and 9 others",2011–12,2 years,95.0-100.0
SA,5523,"Crystal Brook, Wandearah East, Beetaloo Valley, Clements Gap, Huddleston and 5 others",2011–12,2 years,95.0-100.0
SA,5540,"Port Pirie, Risdon Park, Solomontown, Port Pirie South, Port Pirie West and 10 others",2011–12,2 years,95.0-100.0
SA,5554,"Kadina, New Town, Jerusalem, Wallaroo Mines, Boors Plain and 5 others",2011–12,2 years,95.0-100.0
SA,5556,"Wallaroo, North Beach, Warburto, Wallaroo Plain",2011–12,2 years,92.5-94.9
SA,5558,"Moonta Bay, Moonta, North Moonta, Port Hughes, Moonta Mines and 9 others",2011–12,2 years,95.0-100.0
SA,5600,"Whyalla, Whyalla Playford",2011–12,2 years,90.0-92.4
SA,5605,"Tumby Bay, Butler",2011–12,2 years,95.0-100.0
SA,5606,"Port Lincoln, Port Lincoln South, Wedge Island",2011–12,2 years,95.0-100.0
SA,5608,"Whyalla Stuart, Whyalla Norrie, Mullaquana, Whyalla Norrie East, Whyalla Norrie North",2011–12,2 years,90.0-92.4
SA,5680,"Streaky Bay, Perlubie, Smoky Bay, Carawa, Chandada and 16 others",2011–12,2 years,95.0-100.0
SA,5690,"Ceduna, Thevenard, Denial Bay, Penong, Yalata and 20 others",2011–12,2 years,92.5-94.9
SA,5700,"Port Augusta, Port Augusta West, Commissariat Point, Wami Kata, Port Paterson and 7 others",2011–12,2 years,92.5-94.9
SA,5710,Stirling North,2011–12,2 years,92.5-94.9
SA,5725,"Roxby Downs, Olympic Dam, Roxby Downs Station",2011–12,2 years,95.0-100.0
WA,6000,Perth,2011–12,2 years,75.0-79.9
WA,6004,East Perth,2011–12,2 years,70.0-74.9
WA,6005,"West Perth, Kings Park",2011–12,2 years,75.0-79.9
WA,6006,North Perth,2011–12,2 years,90.0-92.4
WA,6007,"West Leederville, Leederville",2011–12,2 years,85.0-89.9
WA,6008,"Subiaco, Shenton Park, Daglish, Subiaco East",2011–12,2 years,85.0-89.9
WA,6009,"Nedlands, Dalkeith, Crawley",2011–12,2 years,85.0-89.9
WA,6010,"Claremont, Mount Claremont, Swanbourne, Karrakatta",2011–12,2 years,85.0-89.9
WA,6011,"Cottesloe, Peppermint Grove",2011–12,2 years,90.0-92.4
WA,6012,Mosman Park,2011–12,2 years,85.0-89.9
WA,6014,"Wembley, Floreat, Jolimont",2011–12,2 years,90.0-92.4
WA,6015,City Beach,2011–12,2 years,80.0-84.9
WA,6016,"Mount Hawthorn, Glendalough",2011–12,2 years,90.0-92.4
WA,6017,"Osborne Park, Herdsman",2011–12,2 years,85.0-89.9
WA,6018,"Karrinyup, Innaloo, Doubleview, Woodlands, Gwelup and 1 other",2011–12,2 years,92.5-94.9
WA,6019,"Scarborough, Wembley Downs",2011–12,2 years,90.0-92.4
WA,6020,"Sorrento, Carine, North Beach, Marmion, Watermans Bay",2011–12,2 years,92.5-94.9
WA,6021,"Balcatta, Stirling",2011–12,2 years,92.5-94.9
WA,6022,Hamersley,2011–12,2 years,90.0-92.4
WA,6023,Duncraig,2011–12,2 years,90.0-92.4
WA,6024,"Greenwood, Warwick",2011–12,2 years,90.0-92.4
WA,6025,"Hillarys, Padbury, Craigie, Kallaroo",2011–12,2 years,85.0-89.9
WA,6026,"Kingsley, Woodvale",2011–12,2 years,90.0-92.4
WA,6027,"Joondalup, Ocean Reef, Heathridge, Mullaloo, Edgewater and 2 others",2011–12,2 years,90.0-92.4
WA,6028,"Kinross, Currambine, Iluka, Burns Beach",2011–12,2 years,90.0-92.4
WA,6029,Trigg,2011–12,2 years,85.0-89.9
WA,6030,"Clarkson, Quinns Rocks, Mindarie, Merriwa, Ridgewood and 1 other",2011–12,2 years,90.0-92.4
WA,6031,"Carramar, Banksia Grove, Neerabup",2011–12,2 years,90.0-92.4
WA,6035,Yanchep,2011–12,2 years,85.0-89.9
WA,6036,"Butler, Jindalee",2011–12,2 years,90.0-92.4
WA,6037,Two Rocks,2011–12,2 years,92.5-94.9
WA,6050,"Mount Lawley, Menora, Coolbinia",2011–12,2 years,90.0-92.4
WA,6051,Maylands,2011–12,2 years,85.0-89.9
WA,6052,"Inglewood, Bedford",2011–12,2 years,92.5-94.9
WA,6053,Bayswater,2011–12,2 years,90.0-92.4
WA,6054,"Bassendean, Lockridge, Eden Hill, Kiara, Ashfield",2011–12,2 years,85.0-89.9
WA,6055,"South Guildford, Caversham, Henley Brook, Guildford, West Swan and 4 others",2011–12,2 years,90.0-92.4
WA,6056,"Swan View, Midland, Stratton, Jane Brook, Helena Valley and 12 others",2011–12,2 years,90.0-92.4
WA,6057,"High Wycombe, Maida Vale",2011–12,2 years,92.5-94.9
WA,6058,Forrestfield,2011–12,2 years,85.0-89.9
WA,6059,Dianella,2011–12,2 years,85.0-89.9
WA,6060,"Yokine, Tuart Hill, Joondanna",2011–12,2 years,85.0-89.9
WA,6061,"Balga, Nollamara, Mirrabooka, Westminster",2011–12,2 years,85.0-89.9
WA,6062,"Morley, Noranda, Embleton",2011–12,2 years,90.0-92.4
WA,6063,"Beechboro, Bennett Springs",2011–12,2 years,90.0-92.4
WA,6064,"Marangaroo, Girrawheen, Alexander Heights, Koondoola",2011–12,2 years,90.0-92.4
WA,6065,"Wanneroo, Tapping, Landsdale, Darch, Hocking and 6 others",2011–12,2 years,92.5-94.9
WA,6066,Ballajura,2011–12,2 years,90.0-92.4
WA,6069,"Ellenbrook, Aveley, The Vines, Brigadoon, Upper Swan and 1 other",2011–12,2 years,90.0-92.4
WA,6070,Darlington,2011–12,2 years,80.0-84.9
WA,6071,"Glen Forrest, Hovea",2011–12,2 years,80.0-84.9
WA,6073,Mundaring,2011–12,2 years,85.0-89.9
WA,6076,"Lesmurdie, Kalamunda, Gooseberry Hill, Walliston, Carmel and 6 others",2011–12,2 years,85.0-89.9
WA,6081,"Stoneville, Parkerville",2011–12,2 years,85.0-89.9
WA,6082,"Mount Helena, Bailup",2011–12,2 years,90.0-92.4
WA,6083,"Gidgegannup, Morangup",2011–12,2 years,85.0-89.9
WA,6084,"Bullsbrook, Lower Chittering, Chittering",2011–12,2 years,90.0-92.4
WA,6100,"Victoria Park, Lathlain, Burswood",2011–12,2 years,85.0-89.9
WA,6101,"East Victoria Park, Carlisle, Carlisle North, Carlisle South",2011–12,2 years,85.0-89.9
WA,6102,"Bentley, St James, Bentley South",2011–12,2 years,85.0-89.9
WA,6103,Rivervale,2011–12,2 years,95.0-100.0
WA,6104,"Belmont, Redcliffe, Ascot",2011–12,2 years,85.0-89.9
WA,6105,"Cloverdale, Kewdale",2011–12,2 years,90.0-92.4
WA,6107,"Beckenham, Wilson, Kenwick, Queens Park, Cannington and 2 others",2011–12,2 years,85.0-89.9
WA,6108,Thornlie,2011–12,2 years,90.0-92.4
WA,6109,"Maddington, Orange Grove",2011–12,2 years,90.0-92.4
WA,6110,"Gosnells, Huntingdale, Southern River, Martin",2011–12,2 years,90.0-92.4
WA,6111,"Kelmscott, Roleystone, Camillo, Champion Lakes, Karragullen and 3 others",2011–12,2 years,90.0-92.4
WA,6112,"Armadale, Seville Grove, Harrisdale, Mount Nasura, Piara Waters and 7 others",2011–12,2 years,90.0-92.4
WA,6121,"Oakford, Oldbury",2011–12,2 years,95.0-100.0
WA,6122,"Byford, Darling Downs, Cardup, Karrakup",2011–12,2 years,90.0-92.4
WA,6125,"Serpentine, Hopeland, Mardella",2011–12,2 years,92.5-94.9
WA,6147,"Parkwood, Langford, Lynwood",2011–12,2 years,92.5-94.9
WA,6148,"Riverton, Shelley, Ferndale, Rossmoyne",2011–12,2 years,85.0-89.9
WA,6149,"Leeming, Bull Creek",2011–12,2 years,90.0-92.4
WA,6150,"Winthrop, Bateman, Murdoch",2011–12,2 years,85.0-89.9
WA,6151,"South Perth, Kensington",2011–12,2 years,85.0-89.9
WA,6152,"Como, Manning, Salter Point, Karawara, Waterford",2011–12,2 years,90.0-92.4
WA,6153,"Applecross, Mount Pleasant, Ardross, Brentwood, Applecross North",2011–12,2 years,85.0-89.9
WA,6154,"Booragoon, Alfred Cove, Myaree",2011–12,2 years,85.0-89.9
WA,6155,"Canning Vale, Willetton",2011–12,2 years,90.0-92.4
WA,6156,"Attadale, Melville, Willagee",2011–12,2 years,90.0-92.4
WA,6157,"Palmyra, Bicton",2011–12,2 years,90.0-92.4
WA,6158,East Fremantle,2011–12,2 years,90.0-92.4
WA,6159,North Fremantle,2011–12,2 years,80.0-84.9
WA,6160,Fremantle,2011–12,2 years,85.0-89.9
WA,6162,"Beaconsfield, South Fremantle, White Gum Valley",2011–12,2 years,80.0-84.9
WA,6163,"Hamilton Hill, Spearwood, Kardinya, Bibra Lake, Coolbellup and 5 others",2011–12,2 years,85.0-89.9
WA,6164,"Atwell, Success, Yangebup, South Lake, Beeliar and 6 others",2011–12,2 years,92.5-94.9
WA,6166,"Coogee, Munster, Wattleup, Henderson",2011–12,2 years,90.0-92.4
WA,6167,"Parmelia, Bertram, Orelia, Medina, Calista and 8 others",2011–12,2 years,92.5-94.9
WA,6168,"Rockingham, Cooloongup, Hillman, East Rockingham, Peron and 2 others",2011–12,2 years,90.0-92.4
WA,6169,"Waikiki, Warnbro, Safety Bay, Shoalwater",2011–12,2 years,92.5-94.9
WA,6170,"Leda, Wellard",2011–12,2 years,92.5-94.9
WA,6171,Baldivis,2011–12,2 years,90.0-92.4
WA,6172,Port Kennedy,2011–12,2 years,90.0-92.4
WA,6173,Secret Harbour,2011–12,2 years,90.0-92.4
WA,6174,Golden Bay,2011–12,2 years,85.0-89.9
WA,6175,Singleton,2011–12,2 years,92.5-94.9
WA,6180,"Lakelands, Parklands",2011–12,2 years,90.0-92.4
WA,6208,"Pinjarra, South Yunderup, Ravenswood, North Yunderup, West Pinjarra and 6 others",2011–12,2 years,90.0-92.4
WA,6210,"Halls Head, Greenfields, Mandurah, Meadow Springs, Dudley Park and 8 others",2011–12,2 years,90.0-92.4
WA,6211,"Dawesville, Bouvard, Herron, Clifton",2011–12,2 years,80.0-84.9
WA,6215,"Waroona, Lake Clifton, Hamel, Preston Beach, Nanga Brook and 1 other",2011–12,2 years,90.0-92.4
WA,6220,"Harvey, Cookernup, Myalup, Uduc, Hoffman and 1 other",2011–12,2 years,92.5-94.9
WA,6225,"Collie, Allanson, Preston Settlement, Cardiff, Bowelling and 13 others",2011–12,2 years,90.0-92.4
WA,6230,"Bunbury, Dalyellup, Carey Park, Withers, Glen Iris and 8 others",2011–12,2 years,85.0-89.9
WA,6232,"Eaton, Millbridge",2011–12,2 years,95.0-100.0
WA,6233,"Australind, Leschenault, Binningup, Parkfield, Wellesley",2011–12,2 years,92.5-94.9
WA,6237,"Boyanup, Stratham, North Boyanup, Elgin, Gwindinup and 1 other",2011–12,2 years,92.5-94.9
WA,6239,"Donnybrook, Argyle, Yabberup, Brookhampton, Upper Capel and 6 others",2011–12,2 years,90.0-92.4
WA,6255,"Bridgetown, Kangaroo Gully, Catterick, Benjinup, Hester and 2 others",2011–12,2 years,85.0-89.9
WA,6258,"Manjimup, Yanmah, Deanmill, Middlesex, Quinninup and 16 others",2011–12,2 years,95.0-100.0
WA,6271,"Capel, Peppermint Grove Beach, Capel River, Forrest Beach, Stirling Estate",2011–12,2 years,92.5-94.9
WA,6280,"Busselton, Broadwater, Geographe, Vasse, Yalyalup and 29 others",2011–12,2 years,90.0-92.4
WA,6281,"Dunsborough, Quindalup, Quedjinup, Eagle Bay, Naturaliste",2011–12,2 years,80.0-84.9
WA,6284,"Cowaramup, Gracetown, Baudin, Treeton",2011–12,2 years,85.0-89.9
WA,6285,"Margaret River, Gnarabup, Osmington, Rosa Glen, Prevelly and 4 others",2011–12,2 years,85.0-89.9
WA,6302,"York, Mount Hardey, Wilberforce, Gilgering, Badgin and 18 others",2011–12,2 years,92.5-94.9
WA,6312,"Narrogin, Narrogin Valley, Dumberning, Toolibin, Boundain and 4 others",2011–12,2 years,85.0-89.9
WA,6315,"Wagin, Arthur River, Piesseville, Ballaying, Cancanning and 7 others",2011–12,2 years,95.0-100.0
WA,6317,"Katanning, Badgebup, Bullock Hills, Carrolup, Coblinine and 9 others",2011–12,2 years,85.0-89.9
WA,6324,"Mount Barker, Porongurup, Denbarker, Forest Hill, Perillup and 3 others",2011–12,2 years,95.0-100.0
WA,6330,"Albany, Spencer Park, McKail, Yakamia, Bayonet Head and 45 others",2011–12,2 years,95.0-100.0
WA,6333,"Denmark, Ocean Beach, Shadforth, Scotsdale, Peaceful Bay and 12 others",2011–12,2 years,<70.0
WA,6395,"Kojonup, Lumeah, Cherry Tree Pool, Jingalup, Mobrup and 1 other",2011–12,2 years,92.5-94.9
WA,6401,"Northam, Muluckine, Mokine, Irishtown, Southern Brook and 13 others",2011–12,2 years,95.0-100.0
WA,6415,"Merredin, Goomarin, Korbel, Nokaning, Norpa and 1 other",2011–12,2 years,95.0-100.0
WA,6430,"South Kalgoorlie, Kalgoorlie, Somerville, Piccadilly, Hannans and 9 others",2011–12,2 years,90.0-92.4
WA,6432,"Boulder, South Boulder, Victory Heights, Fimiston",2011–12,2 years,92.5-94.9
WA,6442,"Kambalda West, Kambalda East",2011–12,2 years,85.0-89.9
WA,6450,"Castletown, Esperance, West Beach, Nulsen, Sinclair and 18 others",2011–12,2 years,90.0-92.4
WA,6503,"Gingin, Muckenburra, Wanerie, Ginginup, Neergabby and 15 others",2011–12,2 years,95.0-100.0
WA,6510,"Moora, Barberton, Berkshire Valley, Gillingarra, Koojan and 1 other",2011–12,2 years,95.0-100.0
WA,6525,"Port Denison, Irwin, Dongara, Bonniefield, Springfield and 7 others",2011–12,2 years,92.5-94.9
WA,6530,"Geraldton, Mount Tarcoola, Wandina, Waggrakine, Spalding and 17 others",2011–12,2 years,92.5-94.9
WA,6532,"Drummond Cove, Deepdale, Glenfield, Rudds Gully, Greenough and 54 others",2011–12,2 years,92.5-94.9
WA,6566,"Toodyay, Coondle, West Toodyay, Dumbarton, Bejoording and 4 others",2011–12,2 years,85.0-89.9
WA,6701,"Carnarvon, Brockman, Morgantown, North Plantations, South Carnarvon and 23 others",2011–12,2 years,95.0-100.0
WA,6707,"Exmouth, North West Cape, Cape Range National Park, Exmouth Gulf, Learmonth",2011–12,2 years,85.0-89.9
WA,6714,"Nickol, Bulgarra, Baynton, Millars Well, Pegs Creek and 15 others",2011–12,2 years,90.0-92.4
WA,6720,"Wickham, Point Samson, Cossack",2011–12,2 years,95.0-100.0
WA,6721,"Port Hedland, Wedgefield, Indee, Mundabullangana, Pardoo and 3 others",2011–12,2 years,90.0-92.4
WA,6722,"South Hedland, Boodarie, De Grey, Finucane, Pippingarra",2011–12,2 years,90.0-92.4
WA,6725,"Broome, Djugun, Roebuck, Dampier Peninsula, Lagrange and 5 others",2011–12,2 years,95.0-100.0
WA,6726,Cable Beach,2011–12,2 years,95.0-100.0
WA,6728,"Derby, St George Ranges, Camballin, King Leopold Ranges, Willare and 3 others",2011–12,2 years,95.0-100.0
WA,6740,"Wyndham, Kalumburu, Oombulgurri, Drysdale River, Mitchell Plateau and 1 other",2011–12,2 years,95.0-100.0
WA,6743,"Kununurra, Durack, Warmun, Cambridge Gulf, Gibb and 1 other",2011–12,2 years,95.0-100.0
WA,6751,"Tom Price, Chichester, Innawanga, Juna Downs, Karijini and 5 others",2011–12,2 years,92.5-94.9
WA,6753,Newman,2011–12,2 years,85.0-89.9
WA,6754,Paraburdoo,2011–12,2 years,85.0-89.9
WA,6765,"Fitzroy Crossing, Mount Hardman",2011–12,2 years,92.5-94.9
WA,6770,"Halls Creek, Sturt Creek, Tanami, Mueller Ranges, Ord River and 2 others",2011–12,2 years,95.0-100.0
TAS,7000,"West Hobart, North Hobart, Mount Stuart, Hobart, Glebe and 1 other",2011–12,2 years,92.5-94.9
TAS,7004,"South Hobart, Battery Point",2011–12,2 years,90.0-92.4
TAS,7005,"Sandy Bay, Dynnyrne, Lower Sandy Bay",2011–12,2 years,85.0-89.9
TAS,7007,"Mount Nelson, Tolmans Hill",2011–12,2 years,95.0-100.0
TAS,7008,"New Town, Lenah Valley",2011–12,2 years,95.0-100.0
TAS,7009,"Moonah, West Moonah, Lutana, Derwent Park",2011–12,2 years,95.0-100.0
TAS,7010,"Glenorchy, Rosetta, Montrose, Goodwood, Dowsing Point",2011–12,2 years,95.0-100.0
TAS,7011,"Claremont, Berriedale, Austins Ferry, Chigwell",2011–12,2 years,92.5-94.9
TAS,7015,"Lindisfarne, Geilston Bay, Rose Bay",2011–12,2 years,95.0-100.0
TAS,7016,Risdon Vale,2011–12,2 years,90.0-92.4
TAS,7017,"Old Beach, Otago, Honeywood, Tea Tree, Grasstree Hill and 1 other",2011–12,2 years,95.0-100.0
TAS,7018,"Howrah, Bellerive, Warrane, Mornington, Tranmere and 3 others",2011–12,2 years,95.0-100.0
TAS,7019,"Rokeby, Clarendon Vale, Oakdowns",2011–12,2 years,90.0-92.4
TAS,7020,"Sandford, Clifton Beach",2011–12,2 years,95.0-100.0
TAS,7021,Lauderdale,2011–12,2 years,95.0-100.0
TAS,7030,"Bridgewater, Brighton, Gagebrook, Granton, Bagdad and 29 others",2011–12,2 years,92.5-94.9
TAS,7050,"Kingston, Kingston Beach",2011–12,2 years,92.5-94.9
TAS,7052,Blackmans Bay,2011–12,2 years,92.5-94.9
TAS,7053,"Taroona, Bonnet Hill",2011–12,2 years,92.5-94.9
TAS,7054,"Margate, Snug, Fern Tree, Howden, Electrona and 8 others",2011–12,2 years,85.0-89.9
TAS,7109,"Huonville, Ranelagh, Glen Huon, Mountain River, Grove and 22 others",2011–12,2 years,85.0-89.9
TAS,7112,"Cygnet, Nicholls Rivulet, Garden Island Creek, Gardners Bay, Eggs And Bacon Bay and 5 others",2011–12,2 years,80.0-84.9
TAS,7116,"Geeveston, Port Huon, Surveyors Bay, Brooks Bay, Cairns Bay and 3 others",2011–12,2 years,95.0-100.0
TAS,7140,"New Norfolk, Magra, Molesworth, Lachlan, Hamilton and 43 others",2011–12,2 years,95.0-100.0
TAS,7170,"Acton Park, Seven Mile Beach, Cambridge, Mount Rumney, Roches Beach",2011–12,2 years,95.0-100.0
TAS,7171,"Midway Point, Penna",2011–12,2 years,92.5-94.9
TAS,7172,"Sorell, Orielton, Wattle Hill, Nugent, Pawleena",2011–12,2 years,95.0-100.0
TAS,7173,"Dodges Ferry, Carlton, Primrose Sands, Lewisham, Forcett and 2 others",2011–12,2 years,85.0-89.9
TAS,7215,"Bicheno, St Marys, Scamander, Coles Bay, Beaumaris and 11 others",2011–12,2 years,85.0-89.9
TAS,7216,"St Helens, Stieglitz, Binalong Bay, Akaroa, Goshen and 4 others",2011–12,2 years,92.5-94.9
TAS,7248,"Newnham, Mowbray, Invermay, Mayfield, Rocherlea",2011–12,2 years,92.5-94.9
TAS,7249,"South Launceston, Youngtown, Kings Meadows, Punchbowl",2011–12,2 years,95.0-100.0
TAS,7250,"Riverside, Prospect Vale, Newstead, Trevallyn, West Launceston and 10 others",2011–12,2 years,92.5-94.9
TAS,7253,"George Town, Low Head, Bell Bay, Long Reach",2011–12,2 years,95.0-100.0
TAS,7260,"Scottsdale, Springfield, Nabowla, North Scottsdale, Blumont and 10 others",2011–12,2 years,85.0-89.9
TAS,7270,"Beauty Point, Beaconsfield, Kayena, Sidmouth, Greens Beach and 6 others",2011–12,2 years,92.5-94.9
TAS,7275,"Exeter, Glengarry, Deviot, Lanena, Blackwall and 7 others",2011–12,2 years,80.0-84.9
TAS,7277,"Legana, Grindelwald, Bridgenorth, Rosevears",2011–12,2 years,90.0-92.4
TAS,7300,"Perth, Devon Hills, Powranna",2011–12,2 years,92.5-94.9
TAS,7301,"Longford, Liffey, Bishopsbourne, Blackwood Creek, Toiberry",2011–12,2 years,92.5-94.9
TAS,7303,"Westbury, Birralee, Whitemore, Cluan, Exton and 2 others",2011–12,2 years,90.0-92.4
TAS,7304,"Deloraine, Mole Creek, Kimberley, Elizabeth Town, Meander and 25 others",2011–12,2 years,90.0-92.4
TAS,7306,"Sheffield, Barrington, Acacia Hills, West Kentish, Nook and 16 others",2011–12,2 years,85.0-89.9
TAS,7307,"Latrobe, Port Sorell, Shearwater, Wesley Vale, Hawley Beach and 7 others",2011–12,2 years,95.0-100.0
TAS,7310,"Devonport, East Devonport, Miandetta, Spreyton, Forth and 18 others",2011–12,2 years,92.5-94.9
TAS,7315,"Ulverstone, West Ulverstone, Turners Beach, Gawler, Leith and 12 others",2011–12,2 years,95.0-100.0
TAS,7316,"Penguin, Heybridge, Sulphur Creek, South Riana, Riana and 6 others",2011–12,2 years,92.5-94.9
TAS,7320,"Burnie, Park Grove, Shorewell Park, Romaine, Acton and 14 others",2011–12,2 years,95.0-100.0
TAS,7321,"Waratah, Ridgley, Natone, Sisters Beach, Boat Harbour Beach and 30 others",2011–12,2 years,90.0-92.4
TAS,7322,Somerset,2011–12,2 years,95.0-100.0
TAS,7325,"Wynyard, Calder, Mount Hicks, Elliott, Yolla and 15 others",2011–12,2 years,90.0-92.4
TAS,7330,"Smithton, Forest, Arthur River, Redpa, Montagu and 22 others",2011–12,2 years,92.5-94.9
TAS,7467,"Queenstown, Lake Margaret",2011–12,2 years,95.0-100.0
NT,800,Darwin,2011–12,5 years,75.0-79.9
NT,810,"Nightcliff, Rapid Creek, Coconut Grove, Millner, Tiwi and 11 others",2011–12,5 years,80.0-84.9
NT,812,"Karama, Leanyer, Malak, Wulagi, Anula and 3 others",2011–12,5 years,85.0-89.9
NT,820,"Stuart Park, Larrakeyah, Fannie Bay, Parap, Ludmilla and 9 others",2011–12,5 years,85.0-89.9
NT,822,"East Arnhem, West Arnhem, Maningrida, Galiwinku, Wadeye and 96 others",2011–12,5 years,95.0-100.0
NT,830,"Woodroffe, Gray, Moulden, Driver, Durack and 6 others",2011–12,5 years,85.0-89.9
NT,832,"Rosebery, Bakewell, Gunn, Johnston, Bellamack and 3 others",2011–12,5 years,90.0-92.4
NT,835,Howard Springs,2011–12,5 years,90.0-92.4
NT,836,"Humpty Doo, Girraween, Herbert",2011–12,5 years,85.0-89.9
NT,850,"Katherine, Katherine East, Katherine South, Cossack, Emungalan and 1 other",2011–12,5 years,92.5-94.9
NT,852,"Victoria River, Elsey, Ngukurr, Lajamanu, Beswick and 45 others",2011–12,5 years,95.0-100.0
NT,870,"Gillen, Braitling, East Side, Araluen, Sadadeen and 6 others",2011–12,5 years,85.0-89.9
NT,872,"Yuendumu, Sandover, Anmatjere, Hugh, Yulara and 77 others",2011–12,5 years,95.0-100.0
NT,880,"Nhulunbuy, Gapuwiyak, Yirrkala, Gunyangara",2011–12,5 years,95.0-100.0
NT,885,Alyangula,2011–12,5 years,92.5-94.9
NT,886,Jabiru,2011–12,5 years,95.0-100.0
NSW,2000,"Sydney, Haymarket, Millers Point, Dawes Point, The Rocks and 2 others",2011–12,5 years,<70.0
NSW,2007,Ultimo,2011–12,5 years,80.0-84.9
NSW,2009,Pyrmont,2011–12,5 years,85.0-89.9
NSW,2010,"Surry Hills, Darlinghurst",2011–12,5 years,75.0-79.9
NSW,2011,"Potts Point, Elizabeth Bay, Woolloomooloo, Rushcutters Bay",2011–12,5 years,<70.0
NSW,2015,"Alexandria, Beaconsfield, Eveleigh",2011–12,5 years,90.0-92.4
NSW,2016,Redfern,2011–12,5 years,85.0-89.9
NSW,2017,"Waterloo, Zetland",2011–12,5 years,75.0-79.9
NSW,2018,"Rosebery, Eastlakes",2011–12,5 years,85.0-89.9
