State,Postcode,Associated_areas,Reporting_Year,Age_group,Percent_fully_immunised_range
NT,800,Darwin,2016-17,1 year,90.0-92.4
NT,810,"Nightcliff, Rapid Creek, Coconut Grove, Millner, Tiwi and 11 others",2016-17,1 year,92.5-94.9
NT,812,"Karama, Leanyer, Malak, Wulagi, Anula and 3 others",2016-17,1 year,90.0-92.4
NT,820,"Stuart Park, Larrakeyah, Fannie Bay, Parap, Ludmilla and 9 others",2016-17,1 year,90.0-92.4
NT,822,"East Arnhem, West Arnhem, Maningrida, Galiwinku, Wadeye and 96 others",2016-17,1 year,92.5-94.9
NT,828,"Berrimah, Knuckey Lagoon",2016-17,1 year,NP
NT,830,"Woodroffe, Gray, Moulden, Driver, Durack and 6 others",2016-17,1 year,92.5-94.9
NT,832,"Rosebery, Bakewell, Gunn, Johnston, Bellamack and 3 others",2016-17,1 year,92.5-94.9
NT,834,Virginia,2016-17,1 year,NP
NT,835,Howard Springs,2016-17,1 year,95.0-100.0
NT,836,"Humpty Doo, Girraween, Herbert",2016-17,1 year,90.0-92.4
NT,837,"Noonamah, Manton",2016-17,1 year,NP
NT,838,Berry Springs,2016-17,1 year,NP
NT,839,Coolalinga,2016-17,1 year,92.5-94.9
NT,841,Darwin River,2016-17,1 year,NP
NT,845,Batchelor,2016-17,1 year,NP
NT,846,Adelaide River,2016-17,1 year,NP
NT,847,Pine Creek,2016-17,1 year,NP
NT,850,"Katherine, Katherine East, Katherine South, Cossack, Emungalan and 1 other",2016-17,1 year,85.0-89.9
NT,852,"Victoria River, Elsey, Ngukurr, Lajamanu, Beswick and 45 others",2016-17,1 year,85.0-89.9
NT,853,Tindal,2016-17,1 year,NP
NT,854,"Borroloola, King Ash Bay",2016-17,1 year,NP
NT,860,Tennant Creek,2016-17,1 year,NP
NT,862,"Elliott, Nicholson, Calvert, Newcastle Waters, Pamayu and 3 others",2016-17,1 year,NP
NT,870,"Gillen, Braitling, East Side, Araluen, Sadadeen and 6 others",2016-17,1 year,90.0-92.4
NT/SA/WA,872,"Yuendumu, Sandover, Anmatjere, Hugh, Yulara and 77 others",2016-17,1 year,95.0-100.0
NT,874,"Mount Johns, Irlpme, Undoolya",2016-17,1 year,NP
NT,875,"Larapinta, Flynn",2016-17,1 year,NP
NT,880,"Nhulunbuy, Gapuwiyak, Yirrkala, Gunyangara",2016-17,1 year,92.5-94.9
NT,885,Alyangula,2016-17,1 year,NP
NT,886,Jabiru,2016-17,1 year,NP
NSW,2000,"Sydney, Haymarket, Millers Point, Dawes Point, The Rocks and 2 others",2016-17,1 year,80.0-84.9
NSW,2007,Ultimo,2016-17,1 year,92.5-94.9
NSW,2008,"Chippendale, Darlington",2016-17,1 year,85.0-89.9
NSW,2009,Pyrmont,2016-17,1 year,90.0-92.4
NSW,2010,"Surry Hills, Darlinghurst",2016-17,1 year,90.0-92.4
NSW,2011,"Potts Point, Elizabeth Bay, Woolloomooloo, Rushcutters Bay",2016-17,1 year,85.0-89.9
NSW,2015,"Alexandria, Beaconsfield, Eveleigh",2016-17,1 year,95.0-100.0
NSW,2016,Redfern,2016-17,1 year,92.5-94.9
NSW,2017,"Waterloo, Zetland",2016-17,1 year,92.5-94.9
NSW,2018,"Rosebery, Eastlakes",2016-17,1 year,92.5-94.9
NSW,2019,"Botany, Banksmeadow",2016-17,1 year,90.0-92.4
NSW,2020,Mascot,2016-17,1 year,92.5-94.9
NSW,2021,"Paddington, Centennial Park, Moore Park",2016-17,1 year,95.0-100.0
NSW,2022,"Bondi Junction, Queens Park",2016-17,1 year,90.0-92.4
NSW,2023,Bellevue Hill,2016-17,1 year,90.0-92.4
NSW,2024,"Bronte, Waverley",2016-17,1 year,92.5-94.9
NSW,2025,Woollahra,2016-17,1 year,92.5-94.9
NSW,2026,"Bondi Beach, Bondi, North Bondi, Tamarama",2016-17,1 year,90.0-92.4
NSW,2027,"Darling Point, Edgecliff, Point Piper",2016-17,1 year,90.0-92.4
NSW,2028,Double Bay,2016-17,1 year,90.0-92.4
NSW,2029,Rose Bay,2016-17,1 year,92.5-94.9
NSW,2030,"Vaucluse, Dover Heights, Watsons Bay, Rose Bay North, Hmas Watson",2016-17,1 year,90.0-92.4
NSW,2031,"Randwick, Clovelly, Clovelly West, St Pauls",2016-17,1 year,90.0-92.4
NSW,2032,"Kingsford, Daceyville",2016-17,1 year,92.5-94.9
NSW,2033,Kensington,2016-17,1 year,90.0-92.4
NSW,2034,"Coogee, South Coogee",2016-17,1 year,92.5-94.9
NSW,2035,"Maroubra, Pagewood, Maroubra South",2016-17,1 year,85.0-89.9
NSW,2036,"Matraville, Hillsdale, Malabar, Chifley, Little Bay and 4 others",2016-17,1 year,90.0-92.4
NSW,2037,"Glebe, Forest Lodge",2016-17,1 year,92.5-94.9
NSW,2038,Annandale,2016-17,1 year,92.5-94.9
NSW,2039,Rozelle,2016-17,1 year,92.5-94.9
NSW,2040,"Leichhardt, Lilyfield",2016-17,1 year,95.0-100.0
NSW,2041,"Balmain, Birchgrove, Balmain East",2016-17,1 year,90.0-92.4
NSW,2042,"Newtown, Enmore",2016-17,1 year,95.0-100.0
NSW,2043,Erskineville,2016-17,1 year,90.0-92.4
NSW,2044,"Tempe, St Peters, Sydenham",2016-17,1 year,90.0-92.4
NSW,2045,Haberfield,2016-17,1 year,95.0-100.0
NSW,2046,"Five Dock, Abbotsford, Russell Lea, Chiswick, Wareemba and 2 others",2016-17,1 year,95.0-100.0
NSW,2047,Drummoyne,2016-17,1 year,92.5-94.9
NSW,2048,"Stanmore, Westgate",2016-17,1 year,90.0-92.4
NSW,2049,"Petersham, Lewisham, Petersham North",2016-17,1 year,95.0-100.0
NSW,2050,Camperdown,2016-17,1 year,95.0-100.0
NSW,2060,"North Sydney, Waverton, McMahons Point, Lavender Bay",2016-17,1 year,92.5-94.9
NSW,2061,"Kirribilli, Milsons Point",2016-17,1 year,90.0-92.4
NSW,2062,Cammeray,2016-17,1 year,95.0-100.0
NSW,2063,Northbridge,2016-17,1 year,95.0-100.0
NSW,2064,Artarmon,2016-17,1 year,95.0-100.0
NSW,2065,"Wollstonecraft, Naremburn, Greenwich, St Leonards, Crows Nest",2016-17,1 year,92.5-94.9
NSW,2066,"Lane Cove, Lane Cove North, Riverview, Lane Cove West, Longueville and 2 others",2016-17,1 year,92.5-94.9
NSW,2067,"Chatswood, Chatswood West",2016-17,1 year,90.0-92.4
NSW,2068,"Willoughby, North Willoughby, Castlecrag, Willoughby East, Middle Cove and 1 other",2016-17,1 year,92.5-94.9
NSW,2069,"Roseville, Castle Cove, Roseville Chase",2016-17,1 year,85.0-89.9
NSW,2070,"Lindfield, East Lindfield, Lindfield West",2016-17,1 year,90.0-92.4
NSW,2071,"Killara, East Killara",2016-17,1 year,90.0-92.4
NSW,2072,Gordon,2016-17,1 year,92.5-94.9
NSW,2073,"Pymble, West Pymble",2016-17,1 year,92.5-94.9
NSW,2074,"Turramurra, North Turramurra, South Turramurra, Warrawee",2016-17,1 year,95.0-100.0
NSW,2075,"St Ives, St Ives Chase",2016-17,1 year,90.0-92.4
NSW,2076,"Wahroonga, Normanhurst, North Wahroonga",2016-17,1 year,92.5-94.9
NSW,2077,"Hornsby, Hornsby Heights, Waitara, Asquith",2016-17,1 year,92.5-94.9
NSW,2079,Mount Colah,2016-17,1 year,95.0-100.0
NSW,2080,Mount Kuring-Gai,2016-17,1 year,NP
NSW,2081,"Berowra, Cowan",2016-17,1 year,92.5-94.9
NSW,2082,"Berowra Heights, Berowra Creek, Berowra Waters",2016-17,1 year,92.5-94.9
NSW,2083,"Brooklyn, Mooney Mooney, Bar Point, Dangar Island, Milsons Passage and 2 others",2016-17,1 year,NP
NSW,2084,"Terrey Hills, Duffys Forest, Cottage Point",2016-17,1 year,85.0-89.9
NSW,2085,"Belrose, Davidson",2016-17,1 year,90.0-92.4
NSW,2086,"Frenchs Forest, Frenchs Forest East",2016-17,1 year,92.5-94.9
NSW,2087,"Forestville, Killarney Heights",2016-17,1 year,95.0-100.0
NSW,2088,"Mosman, Spit Junction",2016-17,1 year,92.5-94.9
NSW,2089,"Neutral Bay, Kurraba Point, Neutral Bay Junction",2016-17,1 year,92.5-94.9
NSW,2090,"Cremorne, Cremorne Point",2016-17,1 year,90.0-92.4
NSW,2092,Seaforth,2016-17,1 year,95.0-100.0
NSW,2093,"Balgowlah, Manly Vale, North Balgowlah, Balgowlah Heights, Clontarf",2016-17,1 year,92.5-94.9
NSW,2094,Fairlight,2016-17,1 year,92.5-94.9
NSW,2095,"Manly, Manly East",2016-17,1 year,90.0-92.4
NSW,2096,"Freshwater, Queenscliff, Curl Curl",2016-17,1 year,92.5-94.9
NSW,2097,"Collaroy, Collaroy Beach, Collaroy Plateau, Wheeler Heights",2016-17,1 year,92.5-94.9
NSW,2099,"Dee Why, Cromer, Narraweena, North Curl Curl",2016-17,1 year,92.5-94.9
NSW,2100,"Beacon Hill, Allambie Heights, North Manly, Brookvale, Oxford Falls",2016-17,1 year,92.5-94.9
NSW,2101,"Narrabeen, North Narrabeen, Elanora Heights, Ingleside",2016-17,1 year,92.5-94.9
NSW,2102,Warriewood,2016-17,1 year,95.0-100.0
NSW,2103,Mona Vale,2016-17,1 year,90.0-92.4
NSW,2104,Bayview,2016-17,1 year,95.0-100.0
NSW,2105,"Church Point, Scotland Island, Elvina Bay, Lovett Bay, McCarrs Creek and 1 other",2016-17,1 year,NP
NSW,2106,"Newport, Newport Beach",2016-17,1 year,92.5-94.9
NSW,2107,"Avalon Beach, Bilgola Beach, Bilgola Plateau, Clareville, Whale Beach",2016-17,1 year,80.0-84.9
NSW,2108,"Palm Beach, Great Mackerel Beach, Coasters Retreat, Currawong Beach",2016-17,1 year,NP
NSW,2110,"Hunters Hill, Woolwich",2016-17,1 year,95.0-100.0
NSW,2111,"Gladesville, Tennyson Point, Huntleys Cove, Henley, Huntleys Point and 2 others",2016-17,1 year,92.5-94.9
NSW,2112,"Ryde, Putney, Denistone East",2016-17,1 year,92.5-94.9
NSW,2113,"North Ryde, Macquarie Park, East Ryde",2016-17,1 year,95.0-100.0
NSW,2114,"West Ryde, Meadowbank, Denistone, Melrose Park, Denistone West",2016-17,1 year,92.5-94.9
NSW,2115,Ermington,2016-17,1 year,95.0-100.0
NSW,2116,Rydalmere,2016-17,1 year,95.0-100.0
NSW,2117,"Oatlands, Telopea, Dundas Valley, Dundas",2016-17,1 year,92.5-94.9
NSW,2118,"Carlingford, Carlingford North, Kingsdene",2016-17,1 year,90.0-92.4
NSW,2119,"Beecroft, Cheltenham",2016-17,1 year,92.5-94.9
NSW,2120,"Thornleigh, Pennant Hills, Westleigh",2016-17,1 year,95.0-100.0
NSW,2121,"Epping, North Epping",2016-17,1 year,90.0-92.4
NSW,2122,"Eastwood, Marsfield",2016-17,1 year,92.5-94.9
NSW,2125,West Pennant Hills,2016-17,1 year,92.5-94.9
NSW,2126,Cherrybrook,2016-17,1 year,92.5-94.9
NSW,2127,"Newington, Wentworth Point, Sydney Olympic Park",2016-17,1 year,90.0-92.4
NSW,2128,Silverwater,2016-17,1 year,85.0-89.9
NSW,2130,Summer Hill,2016-17,1 year,95.0-100.0
NSW,2131,Ashfield,2016-17,1 year,90.0-92.4
NSW,2132,Croydon,2016-17,1 year,92.5-94.9
NSW,2133,"Croydon Park, Enfield South",2016-17,1 year,92.5-94.9
NSW,2134,"Burwood, Burwood North",2016-17,1 year,85.0-89.9
NSW,2135,Strathfield,2016-17,1 year,90.0-92.4
NSW,2136,"Strathfield South, Enfield, Burwood Heights",2016-17,1 year,85.0-89.9
NSW,2137,"Concord, North Strathfield, Breakfast Point, Cabarita, Mortlake",2016-17,1 year,95.0-100.0
NSW,2138,"Concord West, Rhodes, Liberty Grove",2016-17,1 year,92.5-94.9
NSW,2140,"Homebush, Homebush West, Homebush South",2016-17,1 year,85.0-89.9
NSW,2141,"Lidcombe, Berala, Lidcombe North, Rookwood",2016-17,1 year,92.5-94.9
NSW,2142,"Granville, South Granville, Rosehill, Holroyd, Clyde and 2 others",2016-17,1 year,85.0-89.9
NSW,2143,"Regents Park, Birrong, Potts Hill",2016-17,1 year,90.0-92.4
NSW,2144,Auburn,2016-17,1 year,85.0-89.9
NSW,2145,"Greystanes, Westmead, Wentworthville, Pendle Hill, South Wentworthville and 4 others",2016-17,1 year,90.0-92.4
NSW,2146,"Toongabbie, Old Toongabbie, Toongabbie East",2016-17,1 year,92.5-94.9
NSW,2147,"Seven Hills, Kings Langley, Lalor Park, Seven Hills West",2016-17,1 year,92.5-94.9
NSW,2148,"Blacktown, Marayong, Prospect, Kings Park, Arndell Park and 1 other",2016-17,1 year,92.5-94.9
NSW,2150,"Parramatta, Harris Park",2016-17,1 year,85.0-89.9
NSW,2151,"North Parramatta, North Rocks",2016-17,1 year,92.5-94.9
NSW,2152,Northmead,2016-17,1 year,95.0-100.0
NSW,2153,"Baulkham Hills, Winston Hills, Bella Vista",2016-17,1 year,92.5-94.9
NSW,2154,Castle Hill,2016-17,1 year,90.0-92.4
NSW,2155,"Kellyville, Kellyville Ridge, Beaumont Hills, Rouse Hill",2016-17,1 year,95.0-100.0
NSW,2156,"Glenhaven, Kenthurst, Annangrove",2016-17,1 year,95.0-100.0
NSW,2157,"Glenorie, Canoelands, Forest Glen",2016-17,1 year,92.5-94.9
NSW,2158,"Dural, Middle Dural, Round Corner",2016-17,1 year,95.0-100.0
NSW,2159,"Galston, Arcadia, Berrilee, Fiddletown",2016-17,1 year,92.5-94.9
NSW,2160,"Merrylands, Merrylands West",2016-17,1 year,90.0-92.4
NSW,2161,"Guildford, Guildford West, Old Guildford, Yennora",2016-17,1 year,90.0-92.4
NSW,2162,"Chester Hill, Sefton",2016-17,1 year,85.0-89.9
NSW,2163,"Villawood, Carramar, Lansdowne",2016-17,1 year,90.0-92.4
NSW,2164,"Smithfield, Wetherill Park, Woodpark, Smithfield West",2016-17,1 year,85.0-89.9
NSW,2165,"Fairfield, Fairfield West, Fairfield Heights, Fairfield East",2016-17,1 year,90.0-92.4
NSW,2166,"Cabramatta, Canley Heights, Canley Vale, Cabramatta West, Lansvale",2016-17,1 year,90.0-92.4
NSW,2167,Glenfield,2016-17,1 year,90.0-92.4
NSW,2168,"Green Valley, Hinchinbrook, Busby, Ashcroft, Miller and 3 others",2016-17,1 year,92.5-94.9
NSW,2170,"Liverpool, Casula, Prestons, Mount Pritchard, Chipping Norton and 6 others",2016-17,1 year,90.0-92.4
NSW,2171,"West Hoxton, Cecil Hills, Hoxton Park, Horningsea Park, Middleton Grange and 3 others",2016-17,1 year,95.0-100.0
NSW,2172,"Voyager Point, Sandy Point, Pleasure Point",2016-17,1 year,92.5-94.9
NSW,2173,"Wattle Grove, Holsworthy",2016-17,1 year,95.0-100.0
NSW,2174,Edmondson Park,2016-17,1 year,95.0-100.0
NSW,2175,Horsley Park,2016-17,1 year,NP
NSW,2176,"Bossley Park, Edensor Park, St Johns Park, Greenfield Park, Wakeley and 2 others",2016-17,1 year,90.0-92.4
NSW,2177,"Bonnyrigg, Bonnyrigg Heights",2016-17,1 year,90.0-92.4
NSW,2178,"Kemps Creek, Cecil Park, Mount Vernon",2016-17,1 year,85.0-89.9
NSW,2179,"Austral, Leppington",2016-17,1 year,92.5-94.9
NSW,2190,"Greenacre, Mount Lewis, Chullora",2016-17,1 year,90.0-92.4
NSW,2191,Belfield,2016-17,1 year,90.0-92.4
NSW,2192,Belmore,2016-17,1 year,90.0-92.4
NSW,2193,"Canterbury, Hurlstone Park, Ashbury",2016-17,1 year,95.0-100.0
NSW,2194,Campsie,2016-17,1 year,90.0-92.4
NSW,2195,"Lakemba, Wiley Park",2016-17,1 year,90.0-92.4
NSW,2196,"Punchbowl, Roselands",2016-17,1 year,90.0-92.4
NSW,2197,Bass Hill,2016-17,1 year,92.5-94.9
NSW,2198,Georges Hall,2016-17,1 year,92.5-94.9
NSW,2199,Yagoona,2016-17,1 year,90.0-92.4
NSW,2200,"Bankstown, Condell Park, Mount Lewis, Bankstown North, Manahan",2016-17,1 year,90.0-92.4
NSW,2203,Dulwich Hill,2016-17,1 year,90.0-92.4
NSW,2204,"Marrickville, Marrickville South",2016-17,1 year,92.5-94.9
NSW,2205,"Arncliffe, Wolli Creek, Turrella",2016-17,1 year,90.0-92.4
NSW,2206,"Earlwood, Clemton Park",2016-17,1 year,92.5-94.9
NSW,2207,"Bexley, Bexley North, Bardwell Park, Bardwell Valley, Bexley South",2016-17,1 year,92.5-94.9
NSW,2208,"Kingsgrove, Kingsway West",2016-17,1 year,90.0-92.4
NSW,2209,"Beverly Hills, Narwee",2016-17,1 year,92.5-94.9
NSW,2210,"Riverwood, Peakhurst, Lugarno, Peakhurst Heights",2016-17,1 year,90.0-92.4
NSW,2211,"Padstow, Padstow Heights",2016-17,1 year,92.5-94.9
NSW,2212,"Revesby, Revesby Heights, Revesby North",2016-17,1 year,92.5-94.9
NSW,2213,"Panania, Picnic Point, East Hills",2016-17,1 year,95.0-100.0
NSW,2214,Milperra,2016-17,1 year,95.0-100.0
NSW,2216,"Rockdale, Brighton-Le-Sands, Banksia, Kyeemagh",2016-17,1 year,85.0-89.9
NSW,2217,"Kogarah, Monterey, Beverley Park, Kogarah Bay, Ramsgate Beach and 1 other",2016-17,1 year,90.0-92.4
NSW,2218,"Carlton, Allawah",2016-17,1 year,92.5-94.9
NSW,2219,"Sans Souci, Dolls Point, Sandringham",2016-17,1 year,95.0-100.0
NSW,2220,"Hurstville, Hurstville Grove",2016-17,1 year,85.0-89.9
NSW,2221,"Blakehurst, South Hurstville, Connells Point, Carss Park, Kyle Bay",2016-17,1 year,92.5-94.9
NSW,2222,Penshurst,2016-17,1 year,92.5-94.9
NSW,2223,"Oatley, Mortdale",2016-17,1 year,95.0-100.0
NSW,2224,"Sylvania, Sylvania Waters, Kangaroo Point",2016-17,1 year,95.0-100.0
NSW,2225,Oyster Bay,2016-17,1 year,95.0-100.0
NSW,2226,"Jannali, Como, Bonnet Bay",2016-17,1 year,95.0-100.0
NSW,2227,"Gymea, Gymea Bay",2016-17,1 year,95.0-100.0
NSW,2228,"Miranda, Yowie Bay",2016-17,1 year,92.5-94.9
NSW,2229,"Caringbah South, Caringbah, Taren Point, Lilli Pilli, Port Hacking and 1 other",2016-17,1 year,95.0-100.0
NSW,2230,"Cronulla, Woolooware, Burraneer, Bundeena, Maianbar and 1 other",2016-17,1 year,92.5-94.9
NSW,2231,Kurnell,2016-17,1 year,95.0-100.0
NSW,2232,"Sutherland, Kirrawee, Loftus, Kareela, Grays Point and 1 other",2016-17,1 year,95.0-100.0
NSW,2233,"Engadine, Heathcote, Woronora Heights, Yarrawarrah, Waterfall",2016-17,1 year,95.0-100.0
NSW,2234,"Menai, Illawong, Bangor, Barden Ridge, Alfords Point and 1 other",2016-17,1 year,95.0-100.0
NSW,2250,"Gosford, Wyoming, Narara, Kariong, Lisarow and 28 others",2016-17,1 year,92.5-94.9
NSW,2251,"Kincumber, Green Point, Avoca Beach, Saratoga, Copacabana and 7 others",2016-17,1 year,95.0-100.0
NSW,2256,"Woy Woy, Blackwall, Koolewong, Horsfield Bay, Pearl Beach and 5 others",2016-17,1 year,95.0-100.0
NSW,2257,"Umina Beach, Ettalong Beach, Empire Bay, Booker Bay, St Huberts Island and 7 others",2016-17,1 year,95.0-100.0
NSW,2258,"Ourimbah, Fountaindale, Kangy Angy, Palm Grove, Palmdale",2016-17,1 year,90.0-92.4
NSW,2259,"Hamlyn Terrace, Lake Munmorah, Woongarrah, Kanwal, Watanobbi and 37 others",2016-17,1 year,95.0-100.0
NSW,2260,"Terrigal, Wamberal, Forresters Beach, North Avoca, Erina Heights",2016-17,1 year,92.5-94.9
NSW,2261,"Bateau Bay, Berkeley Vale, Killarney Vale, Long Jetty, Tumbi Umbi and 10 others",2016-17,1 year,95.0-100.0
NSW,2262,"Blue Haven, San Remo, Buff Point, Budgewoi, Halekulani and 4 others",2016-17,1 year,95.0-100.0
NSW,2263,"Gorokan, Toukley, Lake Haven, Noraville, Charmhaven and 2 others",2016-17,1 year,95.0-100.0
NSW,2264,"Bonnells Bay, Morisset, Dora Creek, Brightwaters, Balcolyn and 9 others",2016-17,1 year,90.0-92.4
NSW,2265,"Cooranbong, Martinsville",2016-17,1 year,85.0-89.9
NSW,2267,Wangi Wangi,2016-17,1 year,NP
NSW,2278,"Barnsley, Killingworth, Wakefield",2016-17,1 year,95.0-100.0
NSW,2280,"Belmont North, Belmont, Valentine, Jewells, Marks Point and 3 others",2016-17,1 year,95.0-100.0
NSW,2281,"Swansea, Caves Beach, Blacksmiths, Pelican, Nords Wharf and 6 others",2016-17,1 year,95.0-100.0
NSW,2282,"Warners Bay, Eleebana, Lakelands",2016-17,1 year,95.0-100.0
NSW,2283,"Toronto, Blackalls Park, Bolton Point, Rathmines, Coal Point and 10 others",2016-17,1 year,92.5-94.9
NSW,2284,"Speers Point, Teralba, Booragul, Argenton, Woodrising and 2 others",2016-17,1 year,95.0-100.0
NSW,2285,"Edgeworth, Cardiff, Cameron Park, Glendale, Macquarie Hills and 2 others",2016-17,1 year,95.0-100.0
NSW,2286,"West Wallsend, Holmesville, Seahampton",2016-17,1 year,95.0-100.0
NSW,2287,"Wallsend, Maryland, Elermore Vale, Fletcher, Rankin Park and 3 others",2016-17,1 year,95.0-100.0
NSW,2289,"Adamstown, Adamstown Heights, Kotara, Garden Suburb, Kotara South and 2 others",2016-17,1 year,95.0-100.0
NSW,2290,"Charlestown, Gateshead, Redhead, Mount Hutton, Whitebridge and 5 others",2016-17,1 year,95.0-100.0
NSW,2291,"Merewether, The Junction, Merewether Heights",2016-17,1 year,95.0-100.0
NSW,2292,"Broadmeadow, Hamilton North",2016-17,1 year,NP
NSW,2293,"Maryville, Wickham",2016-17,1 year,NP
NSW,2294,Carrington,2016-17,1 year,NP
NSW,2295,"Stockton, Fern Bay",2016-17,1 year,92.5-94.9
NSW,2296,Islington,2016-17,1 year,NP
NSW,2297,Tighes Hill,2016-17,1 year,NP
NSW,2298,"Waratah, Waratah West, Georgetown",2016-17,1 year,95.0-100.0
NSW,2299,"Lambton, North Lambton, Jesmond",2016-17,1 year,90.0-92.4
NSW,2300,"Cooks Hill, Newcastle, The Hill, Bar Beach, Newcastle East",2016-17,1 year,92.5-94.9
NSW,2302,Newcastle West,2016-17,1 year,NP
NSW,2303,"Hamilton, Hamilton South, Hamilton East",2016-17,1 year,95.0-100.0
NSW,2304,"Mayfield, Warabrook, Mayfield West, Mayfield East, Sandgate and 2 others",2016-17,1 year,92.5-94.9
NSW,2305,"New Lambton, New Lambton Heights, Kotara East",2016-17,1 year,95.0-100.0
NSW,2306,Windale,2016-17,1 year,95.0-100.0
NSW,2307,Shortland,2016-17,1 year,95.0-100.0
NSW,2309,Dangar,2016-17,1 year,NP
NSW,2311,"East Gresford, Gresford, Allynbrook, Bingleburra, Carrabolla and 6 others",2016-17,1 year,NP
NSW,2312,"Nabiac, Minimbah",2016-17,1 year,NP
NSW,2315,"Nelson Bay, Corlette, Shoal Bay, Fingal Bay",2016-17,1 year,90.0-92.4
NSW,2316,"Anna Bay, Boat Harbour, Bobs Farm, One Mile, Taylors Beach and 1 other",2016-17,1 year,92.5-94.9
NSW,2317,"Salamander Bay, Soldiers Point",2016-17,1 year,90.0-92.4
NSW,2318,"Medowie, Salt Ash, Williamtown, Fullerton Cove, Campvale and 2 others",2016-17,1 year,92.5-94.9
NSW,2319,"Tanilba Bay, Lemon Tree Passage, Mallabula, Tilligerry Creek",2016-17,1 year,95.0-100.0
NSW,2320,"Rutherford, Aberglasslyn, Bolwarra Heights, Telarah, Maitland and 25 others",2016-17,1 year,95.0-100.0
NSW,2321,"Heddon Greta, Clarence Town, Gillieston Heights, Morpeth, Raworth and 15 others",2016-17,1 year,95.0-100.0
NSW,2322,"Thornton, Woodberry, Beresfield, Tarro, Black Hill and 5 others",2016-17,1 year,92.5-94.9
NSW,2323,"East Maitland, Metford, Ashtonfield, Tenambit, Mulbring and 8 others",2016-17,1 year,95.0-100.0
NSW,2324,"Raymond Terrace, Tea Gardens, Karuah, Hawks Nest, Seaham and 18 others",2016-17,1 year,95.0-100.0
NSW,2325,"Cessnock, Aberdare, Bellbird, Paxton, Bellbird Heights and 29 others",2016-17,1 year,95.0-100.0
NSW,2326,"Weston, Abermain, Sawyers Gully, Neath, Bishops Bridge and 1 other",2016-17,1 year,95.0-100.0
NSW,2327,"Kurri Kurri, Pelaw Main, Stanford Merthyr",2016-17,1 year,92.5-94.9
NSW,2328,"Denman, Martindale, Giants Creek, Bureen, Dalswinton and 5 others",2016-17,1 year,95.0-100.0
NSW,2329,"Merriwa, Cassilis, Uarbry",2016-17,1 year,NP
NSW,2330,"Singleton, Singleton Heights, Hunterview, Wattle Ponds, Jerrys Plains and 58 others",2016-17,1 year,95.0-100.0
NSW,2333,"Muswellbrook, Muscle Creek, Sandy Hollow, Castle Rock, Baerami and 9 others",2016-17,1 year,95.0-100.0
NSW,2334,Greta,2016-17,1 year,92.5-94.9
NSW,2335,"Branxton, East Branxton, North Rothbury, Lambs Valley, Lower Belford and 5 others",2016-17,1 year,95.0-100.0
NSW,2336,"Aberdeen, Rouchel, Dartbrook, Davis Creek, Rossgole and 3 others",2016-17,1 year,95.0-100.0
NSW,2337,"Scone, Middle Brook, Glenrock, Parkville, Segenhoe and 20 others",2016-17,1 year,95.0-100.0
NSW,2338,"Murrurundi, Blandford, Ardglen, Crawney, Green Creek and 4 others",2016-17,1 year,NP
NSW,2339,"Willow Tree, Parraweena, Big Jacks Creek, Braefield, Cattle Creek and 5 others",2016-17,1 year,NP
NSW,2340,"South Tamworth, Hillvue, West Tamworth, East Tamworth, North Tamworth and 34 others",2016-17,1 year,95.0-100.0
NSW,2341,Werris Creek,2016-17,1 year,NP
NSW,2342,"Currabubula, Piallaway",2016-17,1 year,NP
NSW,2343,"Quirindi, Spring Ridge, Pine Ridge, Wallabadah, Caroona and 10 others",2016-17,1 year,95.0-100.0
NSW,2344,"Duri, Winton",2016-17,1 year,NP
NSW,2345,"Attunga, Garthowen",2016-17,1 year,NP
NSW,2346,"Manilla, Upper Manilla, Borah Creek, Halls Creek, Klori and 6 others",2016-17,1 year,92.5-94.9
NSW,2347,"Barraba, Upper Horton, Woodsreef, Banoon, Cobbadah and 8 others",2016-17,1 year,NP
NSW,2350,"Armidale, Invergowrie, Castle Doyle, Saumarez Ponds, Aberfoyle and 21 others",2016-17,1 year,92.5-94.9
NSW,2352,"Kootingal, Tintinhull, Limbri, Mulla Creek",2016-17,1 year,95.0-100.0
NSW,2353,Moonbi,2016-17,1 year,NP
NSW,2354,"Walcha, Kentucky, Woolbrook, Yarrowitch, Niangala and 4 others",2016-17,1 year,95.0-100.0
NSW,2355,"Bendemeer, Watsons Creek, Retreat",2016-17,1 year,NP
NSW,2357,"Coonabarabran, Ulamambri, Bomera, Bugaldie, Dandry and 6 others",2016-17,1 year,92.5-94.9
NSW,2358,"Uralla, Balala, Arding, Rocky River, Salisbury Plains and 5 others",2016-17,1 year,92.5-94.9
NSW,2359,"Bundarra, Aberdeen, Bakers Creek, Camerons Creek",2016-17,1 year,NP
NSW,2360,"Inverell, Gilgai, Elsmore, Nullamanna, Bukkulla and 22 others",2016-17,1 year,92.5-94.9
NSW,2361,"Ashford, Atholwood, Bonshaw, Limestone, Pindaroi",2016-17,1 year,NP
NSW,2365,"Guyra, Ben Lomond, South Guyra, Glencoe, Black Mountain and 21 others",2016-17,1 year,90.0-92.4
NSW,2369,"Tingha, Old Mill, Stannifer",2016-17,1 year,NP
NSW,2370,"Glen Innes, Red Range, Stonehenge, Dundee, Bald Nob and 20 others",2016-17,1 year,92.5-94.9
